,Date,Open,High,Low,Close,Adj Close,Volume,MA50,MA200,Previous_Day_Close_Price,Change_In_Price,Percent_Change_In_Price,Previous_Day_Volumn,Change_In_Volume,Percent_Change_In_Volume
0,2020-01-02,59.6875,59.977500915527344,59.18000030517578,59.977500915527344,59.74124526977539,23753600,,,,,,,,
1,2020-01-03,58.775001525878906,59.45750045776367,58.525001525878906,59.01750183105469,58.7850227355957,20538400,,,59.977500915527344,-0.9599990844726562,-0.01600598674200726,23753600.0,-3215200.0,-0.1353563249360097
2,2020-01-06,58.08000183105469,59.317501068115234,57.817501068115234,59.26499938964844,59.03154754638672,26263600,,,59.01750183105469,0.24749755859375,0.004193629871054982,20538400.0,5725200.0,0.27875589140341983
3,2020-01-07,59.54999923706055,60.442501068115234,59.09749984741211,59.98249816894531,59.746219635009766,31485600,,,59.26499938964844,0.717498779296875,0.012106619196594393,26263600.0,5222000.0,0.1988303202912014
4,2020-01-08,59.93999862670898,60.5099983215332,59.53749847412109,60.095001220703125,59.858280181884766,27710800,,,59.98249816894531,0.1125030517578125,0.00187559796927661,31485600.0,-3774800.0,-0.11988972736743142
5,2020-01-09,60.962501525878906,61.48249816894531,60.21500015258789,60.755001068115234,60.51568222045898,25511200,,,60.095001220703125,0.6599998474121094,0.010982608103928815,27710800.0,-2199600.0,-0.07937699380746854
6,2020-01-10,61.83250045776367,62.13750076293945,60.9375,61.08000183105469,60.83939743041992,31629600,,,60.755001068115234,0.3250007629394531,0.00534936642623185,25511200.0,6118400.0,0.23983191696196182
7,2020-01-13,61.915000915527344,63.247501373291016,61.6875,62.994998931884766,62.74684524536133,31984000,,,61.08000183105469,1.9149971008300781,0.03135227641490412,31629600.0,354400.0,0.01120469433695015
8,2020-01-14,62.56499862670898,62.81999969482422,61.6875,61.81999969482422,61.57648086547852,35908800,,,62.994998931884766,-1.1749992370605469,-0.018652262195147484,31984000.0,3924800.0,0.12271135567783897
9,2020-01-15,61.9474983215332,62.17250061035156,61.13249969482422,61.39250183105469,61.15066146850586,26310400,,,61.81999969482422,-0.42749786376953125,-0.0069152032656079054,35908800.0,-9598400.0,-0.26729938065321035
10,2020-01-16,61.93000030517578,62.29249954223633,61.69499969482422,62.23249816894531,61.98735809326172,28419200,,,61.39250183105469,0.839996337890625,0.01368239300952756,26310400.0,2108800.0,0.0801508148868888
11,2020-01-17,62.42499923706055,62.5,61.84249877929688,62.31999969482422,62.07451248168945,25379200,,,62.23249816894531,0.08750152587890625,0.0014060423163693159,28419200.0,-3040000.0,-0.10696993581803849
12,2020-01-21,61.95249938964844,62.3224983215332,61.64250183105469,61.98500061035156,61.74082565307617,21791600,,,62.31999969482422,-0.33499908447265625,-0.005375466721969202,25379200.0,-3587600.0,-0.14135985373849447
13,2020-01-22,62.43999862670898,63.397499084472656,62.25,62.52750015258789,62.28118896484375,23924000,,,61.98500061035156,0.5424995422363281,0.008752109976517986,21791600.0,2132400.0,0.0978542190568843
14,2020-01-23,62.93000030517578,63.29999923706055,62.03749847412109,63.21500015258789,62.96598052978516,24451600,,,62.52750015258789,0.6875,0.010995162101831601,23924000.0,527600.0,0.022053168366493958
15,2020-01-24,64.375,64.875,62.07500076293945,62.619998931884766,62.37332534790039,37351200,,,63.21500015258789,-0.595001220703125,-0.00941234231221888,24451600.0,12899600.0,0.5275564789216247
16,2020-01-27,59.560001373291016,60.5625,58.057498931884766,60.04999923706055,59.81344985961914,47053600,,,62.619998931884766,-2.5699996948242188,-0.04104119672087103,37351200.0,9702400.0,0.2597613999014756
17,2020-01-28,60.712501525878906,62.317501068115234,60.1775016784668,61.99250030517578,61.7483024597168,31097600,,,60.04999923706055,1.9425010681152344,0.032348061495334646,47053600.0,-15956000.0,-0.3391026403930837
18,2020-01-29,61.84749984741211,62.209999084472656,60.98500061035156,61.3849983215332,61.143192291259766,25884800,,,61.99250030517578,-0.6075019836425781,-0.009799604478799462,31097600.0,-5212800.0,-0.167627083762091
19,2020-01-30,60.40250015258789,61.587501525878906,59.84999847412109,61.45249938964844,61.2104377746582,29050400,,,61.3849983215332,0.06750106811523438,0.0010996346006506563,25884800.0,3165600.0,0.12229571022376073
20,2020-01-31,60.99250030517578,61.11249923706055,58.6875,59.10749816894531,58.87466812133789,37042000,,,61.45249938964844,-2.345001220703125,-0.038159574370349114,29050400.0,7991600.0,0.2750943188389834
21,2020-02-03,58.92499923706055,60.27750015258789,58.86249923706055,60.08250045776367,59.84581756591797,25556400,,,59.10749816894531,0.9750022888183594,0.016495407842022747,37042000.0,-11485600.0,-0.3100696506668107
22,2020-02-04,61.50749969482422,61.97499847412109,61.005001068115234,61.782501220703125,61.53913116455078,27154400,,,60.08250045776367,1.7000007629394531,0.028294440976778468,25556400.0,1598000.0,0.0625283686278193
23,2020-02-05,62.997501373291016,63.09999847412109,61.852500915527344,62.68999862670898,62.44305419921875,20822000,,,61.782501220703125,0.9074974060058523,0.01468858314369692,27154400.0,-6332400.0,-0.23319977609521847
24,2020-02-06,63.03499984741211,63.5625,62.220001220703125,63.5625,63.31211853027344,21828400,,,62.68999862670898,0.8725013732910227,0.013917712432670148,20822000.0,1006400.0,0.0483334934204207
25,2020-02-07,63.15999984741211,63.38249969482422,62.64250183105469,62.897499084472656,62.64974212646485,18975200,,,63.5625,-0.6650009155273438,-0.010462157963065377,21828400.0,-2853200.0,-0.13071045060563302
26,2020-02-10,63.125,65.75,63.07500076293945,65.74250030517578,65.48352813720703,52960800,,,62.897499084472656,2.845001220703125,0.045232342495561406,18975200.0,33985600.0,1.7910535857329566
27,2020-02-11,66.83000183105469,68.125,66.2074966430664,66.97250366210938,66.70869445800781,63855600,,,65.74250030517578,1.2300033569335938,0.018709409456955983,52960800.0,10894800.0,0.20571441519010292
28,2020-02-12,67.50250244140625,68.19999694824219,67.11250305175781,68.13500213623047,67.86661529541016,37464400,,,66.97250366210938,1.1624984741210938,0.01735784703504817,63855600.0,-26391200.0,-0.41329499683661264
29,2020-02-13,67.55249786376953,68.37000274658203,67.27749633789062,67.69499969482422,67.4283218383789,52801600,,,68.13500213623047,-0.44000244140625,-0.006457803296556763,37464400.0,15337200.0,0.4093806386863261
30,2020-02-14,71.81500244140625,73.74250030517578,71.5,72.44750213623047,72.162109375,104192400,,,67.69499969482422,4.75250244140625,0.0702046305167443,52801600.0,51390800.0,0.9732811126935548
31,2020-02-18,71.41000366210938,74.32749938964844,71.21499633789062,74.14250183105469,73.8504409790039,62016400,,,72.44750213623047,1.6949996948242188,0.023396247556429772,104192400.0,-42176000.0,-0.4047896007770241
32,2020-02-19,75.37249755859375,78.85250091552734,75.37249755859375,78.67500305175781,78.3650894165039,69433200,,,74.14250183105469,4.532501220703125,0.06113229401175513,62016400.0,7416800.0,0.11959417186421661
33,2020-02-20,78.19249725341797,79.08000183105469,74.0875015258789,77.17500305175781,76.8709945678711,81005200,,,78.67500305175781,-1.5,-0.019065776190859474,69433200.0,11572000.0,0.16666378620026157
34,2020-02-21,76.04750061035156,76.30000305175781,72.66500091552734,73.51750183105469,73.22791290283203,76818000,,,77.17500305175781,-3.657501220703125,-0.04739230419272156,81005200.0,-4187200.0,-0.051690508757462506
35,2020-02-24,67.54750061035156,70.46749877929688,67.0,68.31999969482422,68.0508804321289,85691600,,,73.51750183105469,-5.197502136230469,-0.07069748028400746,76818000.0,8873600.0,0.11551459293394784
36,2020-02-25,69.07499694824219,69.69750213623047,64.48999786376953,65.51249694824219,65.25444030761719,105549600,,,68.31999969482422,-2.8075027465820312,-0.04109342446022757,85691600.0,19858000.0,0.23173799999066413
37,2020-02-26,65.51499938964844,68.86250305175781,65.5,66.9124984741211,66.64892578125,74773200,,,65.51249694824219,1.4000015258789062,0.02136999185033317,105549600.0,-30776400.0,-0.291582346119739
38,2020-02-27,63.72499847412109,66.75,62.22249984741211,63.150001525878906,62.93886947631836,90641600,,,66.9124984741211,-3.7624969482421875,-0.056230106991108086,74773200.0,15868400.0,0.21222042122043727
39,2020-02-28,60.6150016784668,68.11499786376953,60.4474983215332,67.51750183105469,67.291748046875,113325200,,,63.150001525878906,4.367500305175781,0.06916073158582559,90641600.0,22683600.0,0.2502559531164499
